"","original","text"
"276","Also only managed to watch this the other day. Stunning. #TheGreatestShowman - I’ve now seen it 3 times though which I can thank a long haul flight for <f0><U+009F><U+008D><U+00B8><U+2708><U+FE0F> https://t.co/PqJa0hXISE","also only managed watch other day stunning have now seen times thank long haul flight forairplane"
"277","My friends threw me a surprise party! We watched #TheGreatestShowman (one of my favourite films now!!) and had a great time!<f0><U+009F><U+0098><U+008D><f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+0090><U+00A8> https://t.co/ZnD4geeWI6","friends threw surprise party watched favourite films now had great time"
"278","Our favorite quote from The Greatest Show Man! <f0><U+009F><U+008E><U+00A9><f0><U+009F><U+008E><U+00B6><U+2764><U+FE0F>
#happy #thegreatestshowman #greatestshowman https://t.co/26QXBSel5t","favorite quote greatest show man heavy black heart"
"280","I’m SO obsessed with #TheGreatestShowman It’s become one of my favourite movies! No doubt!! Inspiring and beautiful in so many ways! <f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+008E><U+00AA><f0><U+009F><U+00A4><U+00B9><f0><U+009F><U+008F><U+00BB><U+200D><U+2640><U+FE0F><f0><U+009F><U+008E><U+00AD><f0><U+009F><U+008E><U+00B6> https://t.co/dMOwElZSpi","am so obsessed become favourite movies doubt inspiring beautiful so many ways ef f"
"281","The soundtrack for #TheGreatestShowman needs so terribly to be remastered. The vocals are so overpowered by the tune of the songs that it’s impossible to enjoy the absolutely fantastic music @benjpasek","soundtrack needs so terribly be remastered vocals are so overpowered tune songs impossible enjoy absolutely fantastic music"
"282","Ah Monday just got sweeter!<f0><U+009F><U+0092><U+0095>Me beaut of a mum<f0><U+009F><U+0098><U+0087> has bought me #TheGreatestShowman on dvd and is bringing it round after work!<f0><U+009F><U+00A4><U+00A3><f0><U+009F><U+0098><U+008D> What a doll","monday just got sweeter hearts mumsmiling face halo has bought dvd is bringing work smiling face heart shaped eyes doll"
"283","Hang on one little employed moment. That’s definitely a job for the youngest! Payment in #TheGreatestShowman <f0><U+009F><U+0091><U+008C><f0><U+009F><U+008F><U+00BC><U+2728> #pbloggers #parentlife https://t.co/V4JKTvcZD5","hang little employed moment definitely job youngest payment insparkles"
"284","Will you share this with me? 'Cause darling without you all the shine of a thousand spotlights, all the stars we steal from the nightsky, will never be enough #TheGreatestShowman #PeliculaFavorita #SigoTraumada","share darling shine spotlights all stars steal nightsky never be enough"
"285","You know you’re getting really into #TheGreatestShowman soundtrack when you start typing in time with the music.

<f0><U+009F><U+008E><U+00B6> Cause you can do like you do
Or you can do like me...

Me: Type type type type, typetypetypetype... https://t.co/Vkt7ZKTSSb","know getting really soundtrack when start typing time music use do do do type type type type typetypetypetype"
"286","He got us a sing song with #thegreatestshowman killing some time, one more day to go. #hesakeeper #thisisthegreatestshow #annualleave #thisislife","got sing song killing time more day go"
"287","i listen to #TheGreatestShowman sountrack more than any human being probably should and i'm not sorry. https://t.co/SWEGmRrAkt","listen sountrack more human being probably am not sorry"
"288","#TheGreatestShowman  is just amazing. And what a fantastic message","is just amazing fantastic message"
"289","#Sheetmusic Never Enough from #TheGreatestShowman for #voice and #piano available on #SheetMusicPlus. #filmmusic #cover #music #musical #vocals #song #duo #popmusic #accompaniment @smppressmusic @SheetMusicPlus @GreatestShowman https://t.co/OeGRCRhHjB","available"
"290","Shan tunes on the aux by brad #TheGreatestShowman","shan tunes aux brad"
"292","Blue house had the most house points this half term so were treated to an afternoon watching #TheGreatestShowman. Well done everyone! #rewards #housepoints https://t.co/WIrelyN2VP","blue house had most house points half term so were treated afternoon watching well done everyone"
"293","I may or may not have went out and got The Greatest Showman this morning because 48 hour rental is not enough. 
#NeverBeEnough #TheGreatestShowman https://t.co/XH1ZOiwbMv","not have went got greatest showman morning hour rental is not enough"
"294","The Greatest Showman (2017) - Lire 149 Critiques de Films 
Lien: https://t.co/HhIHdDV02p 
#TheGreatestShowman","greatest showman lire critiques films lien"
"295","Loving learning this The Greatest Showman medley for an exciting gig with @whoisclubmob #TheGreatestShowman #singing #dancing <f0><U+009F><U+008E><U+00B6><U+2728><f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BE><U+2764><U+FE0F>","loving learning greatest showman medley exciting gig black heart"
"296","I've been listening 2 the soundtrack of #theGreatestShowman since I first saw the film that released in Feb. this year in <f0><U+009F><U+0087><U+00AF><f0><U+009F><U+0087><U+00B5>I like COME ALIVE the best<f0><U+009F><U+008E><U+00A9>Blu-ray &amp; DVD of @theGreatestShomwan will be released on MAY 23. I'm a big fan of @RealHughJackman 
https://t.co/HVAtchbzIW …","have been listening soundtrack first saw film released feb year ini come alive ray dvd be released am big fan"
"297","Why we do what we do!
#ohhsnap #ohhsnapbooth #lafayettephotobooth #houstonphotobooth  #mondayvibes #monday #mondaymotivation #greatestshowman  #thegreatestshowman #ptbarnum #quote https://t.co/8owDudGATf","do do"
"298","anyway. nw tonight: #TheGreatestShowman https://t.co/5cN5ZpjHLf","anyway now watching tonight"
"299","Us leaving the office to buy a second packet of crisps because the first one was half empty... #TheGreatestShowman https://t.co/IIHQm2MkJg https://t.co/XvEXmDIQio","leaving office buy second packet crisps first was empty"
"300","indeed its the best<f0><U+009F><U+0098><U+008C>
#TheGreatestShowman 
#thisIsMe https://t.co/uzcPD5Yv4Y","best"
"301","Nothing like ""This is me,"" from #TheGreatestShowman to start the morning! 

#MondayMotivaton #MondayMorning https://t.co/a3HOlEepsa","nothing is start morning"
"302","@RealHughJackman Hey Hugh do you think you could spare a moment of your time to send a message of support to my wife Sarah who is currently undergoing chemotherapy for breast cancer? it would really mean a lot to me and give her a massive boost! #dailytweet #thegreatestshowman","hugh do think spare moment time send message support wife sarah is currently undergoing chemotherapy breast cancer really mean lot give massive boost"
"303","Zephanie <f0><U+009F><U+008E><U+00A4>: Soundtrack from The Greatest Showman - Never Enough

#SuperKStar #NeverEnough #TheGreatestShowman #Zephanie https://t.co/fUZLyUxU56","zephanieundtrack greatest showman never enough"
"304","@tcotto97 @nerdy_rivera I love the movie Saving Private Ryan. But I couldn’t watch it 30 times in a row like you have with #TheGreatestShowman","love movie saving private ryan watch times row have"
"305","Karaoke comprehension! #thegreatestshowman #karaokecomprehension @FairlawnPrimary https://t.co/Soo3de6D1g","karaoke comprehension"
"306","""I live among the swells and we don't pick up peanut shells""

We have a new sound track to wear out #TheGreatestShowman","live swells do not pick peanut shells have new sound track wear"
"307","bought #thegreatestshowman on dvd today, i adore the songs but haven't seen the film yet. will watch for the first time on Saturday.","bought dvd today adore songs haven seen film yet watch first time saturday"
"308","Never enough

#thegreatestshowman #neverenough https://t.co/uA2lSJTm3D",""
"310","Never Enough from The Greatest Showman - my absolute favourite song from the movie. What was yours? <f0><U+009F><U+0098><U+0083>
Check out the full vid on YouTube https://t.co/xvmp1tEDVy
#thegreatestshowman #covers #Acoustic #livemusic #Musicmonday #cover #music @OnlyMusicCovers #greatestshowman https://t.co/AuSA6G923K","greatest showman absolute favourite song movie was eck full Video youtube"
"311","This is the greatest show! <f0><U+009F><U+008E><U+00A9>
Join our festive #TheGreatestShowman themed party this #Christmas throughout Thursday, Friday &amp; Saturdays in December for £49 pp! Includes fabulous festive 3-course buffet, 1/2 a bottle of wine pp, DJ disco &amp; private bar!<f0><U+009F><U+008E><U+0084><U+2728>
https://t.co/SbdrW5OQd6 https://t.co/mVDaf0mB7J","is greatest show festive party friday saturdays december includes fabulous festive course buffet bottle wine dj disco private bar sparkles"
"312","The Greatest Showman light up box frame design now available to order £25 #thegreatestshowman #thisisme #craftymagick","greatest showman light box frame design now available order"
"313","How #TheGreatestShowman rewrote the stars to become a monster #Success
https://t.co/LMXso8az0t https://t.co/pyqmCyOapq","how rewrote stars become monster"
"314","More drawing #wip #Barnum #TheGreatestShowman https://t.co/Pa67WkKCuA","more drawing"
"315","I hope they turn #TheGreatestShowman into a play and then I hope it comes to the Fabulous Fox.","hope turn play then hope comes fabulous fox"
"316","I feel hope in love everytime I play Rewrite the stars <f0><U+009F><U+0098><U+008D>by  @ZacEffren  @Zendaya #thegreatestshowman","feel hope love everytime play rewrite starsby"
"317","3 nights of classic films in June @NewburyRacing . 07/06 - Dunkirk, 08/06 – Pretty Woman, 09/06 – The Greatest Showman. Tickets selling fast – Limited Capacity. Book your seats at: https://t.co/LmAFyoxulY #newbury #westberkshire #PrettyWoman #thegreatestshowman #Dunkirk https://t.co/JSUZAM4hWi","nights classic films june dunkirk pretty woman greatest showman tickets selling fastlimited capacity book seats"
"318","Wow! What an awesome movie! <f0><U+009F><U+0098><U+00AE> Electrifying and entertaining. <f0><U+009F><U+0098><U+008D><U+2764> with wonderful music!  <f0><U+009F><U+008E><U+00B6><f0><U+009F><U+008E><U+00B5><f0><U+009F><U+008E><U+00BC> Had goosebumps more than once! <f0><U+009F><U+0098><U+0089> LOVE IT <f0><U+009F><U+0098><U+008D><U+2764>
You should release a CD  @RealHughJackman <f0><U+009F><U+0098><U+0089>
#thegreatestshowman<f0><U+009F><U+008E><U+00A9> https://t.co/YkQPW9paXS","wow awesome movie ectrifying entertaining heavy black heart wonderful music goosebumps more once ve black heart release cd"
"319","@RealHughJackman 
@ZacEfron 
got bored so i made this #TheGreatestShowman https://t.co/YrDgefc27B","got bored so made"
"320","What did @RealHughJackman and the rest of the execs do to piss off all the awards committee’s ? They lost the soundtrack award to Moana last night?!?! That award should of been in the bag <f0><U+009F><U+00A4><U+0094>#TheGreatestShowman","did rest execs do piss awards committees lost soundtrack award moana last night award been bag"
"321","A bit late getting there but just watched #TheGreatestShowman. Absolutely fantastic!!!! The songs, the costumes, the choreography, the cinematography  - brilliant.  @RealHughJackman and @ZacEfron should work together more often.","bit late getting there just watched absolutely fantastic songs costumes choreography cinematography brilliant work together more often"
"322","New steelbook day! First up is the @zavvi exclusive #Coco steel, which is gorgeous. Then I've got #TheGreatestShowman, which I had to import from Italy but WORTH IT because it is lovely, and I've wanted it as a steel since I saw it.

#steelbooks #steelbookcollection https://t.co/0MU4I0NSJs","new steelbook day first up is exclusive steel is gorgeous then have got had import worth is lovely have wanted steel saw"
"324","This Thurs 24 May Subtitled, Singalong Inclusive film. £5 Take your seats 1pm, film 1.30 #Chorley #TheGreatestShowman https://t.co/9K229YXrzj","thurs subtitled singalong inclusive film take seats pm film"
"325","'Cause every night I lie in bed
The brightest colors fill my head
A million dreams are keeping me awake
I think of what the world could be
A vision of the one I see
A million dreams is all it's gonna take
A million dreams for the world we're gonna make<f0><U+009F><U+008E><U+00B6>

#TheGreatestShowman","night lie bed brightest colors fill head dreams are keeping awake think world be vision see dreams is is going take dreams world are going make"
"326","When you hear the first verse, tears begun to flow

<f0><U+009F><U+008E><U+00B6>I close my eyes and I can see
The world that's waiting up for me
That I call my own
Through the dark, through the door
Through where no one's been before
But it feels like home<f0><U+009F><U+008E><U+00B6>

#Amilliondreams #TheGreatestShowman","hear first verse tears begun flow i close eyes see world is waiting call own dark door been feels home"
"327","We light it up, we won't come down
And the sun can't stop us now
Watching it come true, it's taking over you
Oh, this is the greatest show<f0><U+009F><U+008E><U+00B6>

#TheGreatestShowman","light not come down sun not stop now watching come true is taking is greatest show"
"328","When you can’t stop the LSS

<f0><U+009F><U+008E><U+00B6>So tell me do you wanna go?
Where it's covered in all the colored lights
Where the runaways are running the night
Impossible comes true, it's taking over you
Oh, this is the greatest show<f0><U+009F><U+008E><U+00B6>

#TheGreatestShowman","stop lss so tell do want go where is covered colored lights where runaways are running night impossible comes true is taking is greatest show"
"329","Come alive, come alive
Go and ride your light
Let it burn so bright
Reaching up
To the sky
And it's open wide
You're electrified... <f0><U+009F><U+008E><U+00B5><f0><U+009F><U+0091><U+008F><f0><U+009F><U+008E><U+00B5><f0><U+009F><U+008E><U+00B6>
#TheGreatestShowman #Bso #Comealive 
https://t.co/SgoCKSMNyi","come alive come alive go ride light let burn so bright reaching sky is open wide are electrified"
"330","Won’t let them brake me down to dust... #TheGreatestShowman","wont let brake dust"
"331","Motivation and self-care strategies for your mental health can come from anywhere that works for you. This is a great piece about how #TheGreatestShowman inspires this person! https://t.co/G6WXYioNhP","motivation self care strategies mental health come works is great piece how inspires person"
"332","I am listenin to #TheGreatestShowman soundtracks and I feel like performin and dancing on the tables. But they won't understand. Stay tuned for a video","am listenin soundtracks feel performin dancing tables not understand stay tuned video"
"333","#Sensathon2018 officially kicks off today. Hope everyone has loads of fun and makes lots of money for @Tommys_baby #TheGreatestShowman https://t.co/EGyqQ5yyzo","officially sneakers today hope everyone has loads fun makes lots money"
"334","Watching #TheGreatestShowman because it's 4am and amazing! @RealHughJackman @Zendaya @ZacEfron","watching is am amazing"
"335","Pepper no longer had to rely on her #thegreatestshowman soundtrack as she now has the @20CenturyFoxUK singalong edition...this is the Greatest Show <f0><U+009F><U+008E><U+00A9><f0><U+009F><U+008E><U+00BC> https://t.co/uH4WTOgKq3","pepper no longer had rely soundtrack now has singalong edition is greatest show"
"336","Alright, @RoccoDeMaro what’s your take on #TheGreatestShowman sir?","right take sir"
"337","Finally watched The Greatest Showman this weekend. Oh I do love a good musical. One with Hugh Jackman is always going to be AMAZING! #musicals #TheGreatestShowman #hughjackman","finally watched greatest showman weekend do love good musical one hugh jackman is always going be amazing"
"338","It's Been Over A Week &amp; I'm STILL Waiting to See 'The Greatest Showman' AGAIN! | Movie Review https://t.co/pgnfUx82WE 

#MovieReview #TheGreatestShowman #nycblogger #ThisIsMe https://t.co/PfMDrBNDNn","is been week am still waiting see greatest showman again movie review"
"339","Oh how I love watching #TheGreatestShowman <f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+008D>","how love watching smiling face heart shaped eyes smiling face heart shaped eyes"
"340","#nl A Million Dreams
(#TheGreatestShowman OST)","dreams ost"
"341","#nl This Is The Greatest Show
Loveeeeeeeee #TheGreatestShowman OST","is greatest show lovee ost"
"342","Thanks to @20thcenturyfox &amp; @GooglePlay I am able to view this without internet on my iPad &amp; iPhone!! The power of technology!! <f0><U+009F><U+008E><U+00AA><f0><U+009F><U+008E><U+00A9> #thegreatestshowman @GreatestShowman https://t.co/IqVSMbOP1C","thanks am able view internet ipad iphone power technology"
"343","I am late to the party, but #TheGreatestShowman was a fantastic movie! <f0><U+009F><U+0098><U+008D><f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BC>","i am late party was fantastic movie smiling face heart shaped eyes person raising hands celebration"
"344","Still I can't get over the fact that #thegreatestshowman didn't win the #BBMAs2018 for top soundtrack.","not get fact did not win top soundtrack"
"345","It's everything you ever want
Everything you ever need
And it's here right in front of you
This is where you wanna be 
#thegreatestshowman","is everything ever want everything ever need is here right front is where want be"
"346","It’s showtime!
#TheGreatestShowman 
<f0><U+009F><U+0093><U+00B8> by @jurassicalien 
Makeup and hair by @jennifersterger https://t.co/9eFtRFzxel","showtime makeup hair"
"347","#theGreatestShowman “ the noblest art is that of making others happy” <f0><U+009F><U+0098><U+0083> https://t.co/2tC9fgwnz5","noblest art is making others happye"
"348","#TheGreatestShowman round two! https://t.co/Q3aSPCVA4k",""
"349","I love #TheGreatestShowman.  Each song is perfection and they are put together outstandingly well as they unfold throughout the movie.  Glad it's finally on disc for maximum rewatchibility. The melodies are magical &amp; the #rewritethestars acrobat scene is brilliant and satisfying.","love song is perfection are put together outstandingly well unfold movie glad is finally disc maximum rewatchibility melodies are magical acrobat scene is brilliant satisfying"
"350","#TheGreatestShowman I saw this movie yesterday and never have I had goosebumps all throughout the movie. The music, the words and inspirations just totally moved me. Well done @RealHughJackman Every kid should see this movie. https://t.co/Z8RgEdhomg #NeverEnough when is it enough","saw movie yesterday never have had goosebumps movie music words inspirations just totally moved well done kid see movie"
"351","@realDonaldTrump #truth #justice #LockThemAllUp #TheStormIsHere #love #MAGA  I love you President Trump thank you for your service xx #TheRainMakers  #TheGreatestShowman  #TheGreatAwakening is here &lt;3 &lt;3","love president trump thank service xx is here long time long time"
"352","Love all the music! Such a great movie #thegreatestshowman","love music such great movie"
"353","I hate drawing people.
Animals- love.
Seascapes? More Love!
So what am I doing tonight?
Two quick sketches taken from #TheGreatestShowman ....
Two sketches with PEOPLE. https://t.co/vaBawQftbH","hate drawing people animals love seascapes more love am doing tonight quick sketches taken sketches people"
"354","Okay, my friend, you want to cut me in
Well I hate to tell you, but it just won't happen
So thanks, but no
I think I'm good to go
'Cause I quite enjoy the life you say I'm trapped in
Now I admire you, and that whole show you do
#TheGreatestShowman","okay friend want cut well hate tell not happen so thanks think am good go quite enjoy life say am trapped now admire whole show do"
"355","Right here, right now
I put the offer out
I don't want to chase you down
I know you see it
You run with me
And I can cut you free
Out of the drudgery and walls you keep in
So trade that typical for something colorful
And if it's crazy, live a little crazy
#TheGreatestShowman","right here right now i put offer i do not want chase know see run cut free drudgery walls keep so trade typical something colorful is crazy live little crazy"
"356","Rewrite the Stars is the best #TheGreatestShowman song https://t.co/3Or1sEi2Q9","rewrite stars is best song"
"357","#HowToTrainYourDragon (1 and 2)
#JohnCarter
#CloudAtlas
#TheGreatestShowman 
#StarWarsTheLastJedi 

I don’t follow directions. https://t.co/fMOBmmnfC4","do not follow directions"
"358","@kealasettle wanted to share this with you. My son is one and he absolutely loves #TheGreatestShowman but, you are his favorite. Every time I put any video on of you singing he stops and watches. https://t.co/P8nqUjgDNY","wanted share son is absolutely loves are favorite time put video singing stops watches"
"359","Awesome team dinner with some of our prelim round qualifiers and coaches. We all found out that Mr. Carter can COOK!!! #somuchfood #goodcompany #thegreatestshowman #isutf","awesome team dinner prelim round qualifiers coaches found mr carter cook"
"360","Finally watching #TheGreatestShowman","finally watching"
"361","Finally joined society and watched #thegreatestshowman and was so excited to see broadway represented @thewillswenson!","finally joined society watched was so excited see broadway represented"
"362","That moment they played #TheGreatestShowman https://t.co/ZVCbsBVgbW","moment played"
"363","Never be enough for me.... #TheGreatestShowman","never be enough"
"364","It's been a week--a whole WEEK--since I've watched The Greatest Showman. Now, I think I shall watch some of it. <f0><U+009F><U+0098><U+008F><f0><U+009F><U+0098><U+0082> #TheGreatestShowman #BecauseWhyNot https://t.co/dFbDG6TxpE","is been week whole week have watched greatest showman now think watch"
"365","When I hear @lorenallred singing Never Enough in #TheGreatestShowman https://t.co/C4eia0PGbg","when hear singing never enough"
"366","Try watching #TheGreatestShowman with Avery https://t.co/Q8OvH2gvUu","try watching avery"
"367","I can't stop listening to The @GreatestShowman soundtrack. I may or may not have listened to it, while I was writing today's post. 

#music #TheGreatestShowman #blogger https://t.co/vLP4ClSwYP","not stop listening soundtrack not have listened was writing today post"
"368","I just watched The Greatest Showman on my flight back home and @shannonholtz you are my new favorite eye candy <f0><U+009F><U+0098><U+008D>#TheGreatestShowman #hottdamn","just watched greatest showman flight home are new favorite eye candy"
"369","#TheGreatestShowman will forever be my favorite movie<f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BE>
*If you haven’t seen it yet, go watch it like rn*","forever be favorite movieperson raising hands celebration havent seen yet go watch"
"370","can hugh jackman be the dad i never had?? he is such a precious and pure man.
#HughJackman #LesMiserables #TheGreatestShowman","be dad never had is such precious pure man"
"371","“The noblest ART is that of making others happy”. 
-P.T Barnum<f0><U+009F><U+008E><U+00AA><f0><U+009F><U+008E><U+00A0>
#TheGreatestShowman","noblest art is making others happy t barnumcircus tent carousel horse"
"372","""The noblest art is that of making others happy""

P.T. Barnum
#TheGreatestShowman <U+2764><U+FE0F><f0><U+009F><U+008E><U+00A9>","noblest art is making others happy p barnum heavy black hearttop hat"
"373","@ChefShwasty If u ever feel froggy and want to give a musical a chance...try #TheGreatestShowman  with @RealHughJackman. The music is amazing.","ever feel froggy want give musical chance try music is amazing"
"374","Watched #TheGreatestShowman 3 times from start to finish and still have the same feeling I had for it when I watched it the first time! What a film! <f0><U+009F><U+0091><U+008F>","watched times start finish still have same feeling had when watched first time film clapping hands sign"
"375","I love the movie #TheGreatestShowman  #HughJackman  is very talented in everyway. Not only did that movie tell us some history about the first circus. But also a musical . Love this movie and can watch it over and over again Y'all did a great job #zacefron #Zendaya  Love it <f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+008D>","love movie is very talented everyway not only did movie tell history first circus also musical love movie watch did great job love smiling face heart shaped eyes smiling face heart shaped eyes"
"376","Behind the scenes, oh my <f0><U+009F><U+0094><U+00A5> #TheGreatestShowman","scenes fire"
"377","Why am I just now watching #TheGreatestShowman ????","why am just now watching"
"378","I've watched #TheGreatestShowman 3 times this week... <f0><U+009F><U+0098><U+00B0>","have watched times week"
"379","The noblest art is that of making others happy #TheGreatestShowman","noblest art is making others happy"
"380","Finally watched #TheGreatestShowman omg such a feel good happy energetic amazing film! I mean what’s not to like! #buzzing #happyhappyhappy <f0><U+009F><U+00A4><U+0097><U+2764><U+FE0F><f0><U+009F><U+0091><U+008C><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+008E><U+00A9><f0><U+009F><U+0090><U+0098><f0><U+009F><U+008E><U+00AA>","finally watched God such feel good happy energetic amazing film mean whats not like heavy black heartok hand signtop hat elephant circus tent"
"381","Just watched #TheGreatestShowman... too much singing for my tastes. #yesiknowitsamusical https://t.co/XijAT7Nd1a","just watched too much singing tastes"
"382","When your daughter is obsessed with #TheGreatestShowman #Descendant Dolls Become Anne &amp; Phillip @Zendaya @ZacEfron https://t.co/4CrCjhF9Y9","daughter is obsessed dolls become phillip"
"383","#TheGreatestShowman is so cute?? I can’t get over how perfect Hugh Jackman is singing &amp; dancing &amp; then for added perfection he’s also a cute dad. I am screaming.","is so cute cant get how perfect hugh jackman is singing dancing then added perfection hes also cute dad am screaming"
"384","I'm very selfish the brother says, and I'm not even mad about it, LOVED IT @GreatestShowman #TheGreatestShowman https://t.co/0wERCFdjDT","am very selfish brother says am not even mad loved"
"385","Tomorrow will be 1 year since the @RinglingBros turned their lights out, pulled their tents down, and left our hearts. I never got to see their final show. It makes me so sad... I didn't know #TheGreatestShowman was about them. At least I have the DVD now..","tomorrow be year turned lights pulled tents down left hearts never got see final show makes so sad did not know was least have dvd now"
"386","Finally watching #TheGreatestShowman ...loving it already <f0><U+009F><U+0098><U+008A>","finally watching loving already smiling face smiling eyes"
"387","I know I’m about 167 years too late but I just watched #TheGreatestShowman for the first time <f0><U+009F><U+0098><U+00B1><f0><U+009F><U+0098><U+00A2><f0><U+009F><U+0098><U+008D> My boyfriend actually cried laughing at how much I was crying <f0><U+009F><U+0098><U+0082> https://t.co/24OMcuPdXX","know am years too late just watched first timeyfriend actually cried laughing how much was crying"
"388","#TheGreatestShowman what a brilliant film, I can not wait to watch it again. #brilliant #musical","brilliant film not wait watch"
"389","Well . . .  #TheGreatestShowman #lovedit <f0><U+009F><U+0091><U+008F><f0><U+009F><U+0091><U+008D>","well clapping hands sign thumbs sign"
"390","Just watched #TheGreatestShowman with @ISHMckay loved it such a beautiful and heartwarming feel good film and the songs are stunning makes you want to sing along to every word @RealHughJackman loved you as #wolverine but you were brilliant in this https://t.co/QcnqtviMnv","just watched loved such beautiful heartwarming feel good film songs are stunning makes want sing word loved were brilliant"
"391","#TheGreatestShowman forgot how much I loved this film <f0><U+009F><U+0098><U+00AD><U+2764><U+FE0F>","forgot how much loved film loudly crying face heavy black heart"
"392","Watching #TheGreatestShowman on DVD and watching the extras. This Is Me is literally the greatest song I have ever heard!! The video from rehearsal is insane - even better than the movie because it’s real. #PasekandPaul are so special.","watching dvd watching extras is is literally greatest song have ever heard video rehearsal is insane even better movie real are so special"
"393","Late to the party but finally watched #TheGreatestShowman ... wow, just incredible. Laughed, sang, cried, @RealHughJackman is outstanding. Cannot wait to watch it again tomorrow (and every day from now on). What a film <U+2764><U+FE0F>","late party finally watched wow just incredible laughed sang cried is outstanding wait watch again tomorrow day film heavy black heart"
"394","@RealHughJackman....my big boy sure did come alive today at his first Zumba/dance display and he did not let his developmental coordination disorder and autism get in his way....#TheGreatestShowman #autism #dyspraxia  #dcd #verbalsyspraxia #relayforlife @CR_UK....xoxo https://t.co/gFPAcg7ttz","big boy sure did come alive today first zumba dance display did not let developmental coordination disorder autism get way hugs kisses"
"395","Finally watched @GreatestShowman how amazing is @Zendaya!! #TheGreatestShowman","finally watched how amazing is"
"396","@RealHughJackman the wife and I caught #TheGreatestShowman tonight and loved it. For a film that isn’t either of our genres of choice, it was fab. Good job chap","wife caught tonight loved film isnt genres choice was fabulous good job chap"
"397","@RealHughJackman assume you’ve seen this but just in case https://t.co/cCxux98S6z Loved the film and all the music. Great job to everyone on #TheGreatestShowman","assume youve seen case"
"398","Had such a #FeelGood weekend!!
#RoyalWedding Saturday &amp;
finally getting round to watching #TheGreatestShowman tonight!
I'd like to see Monday try and break this magical mood <f0><U+009F><U+0092><U+0099><f0><U+009F><U+0098><U+0084><f0><U+009F><U+0098><U+0084>","had such weekend saturday finally getting round watching tonight i like see monday try break magical mood"
"399","I just watched #TheGreatestShowman and it didn't help with my #VirtueMoir feels since the main couple is childhood friends turned lovers <f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD>","just watched did not help feels main couple is childhood friends turned lovers"
"400","Just watched The Greatest Showman for the first time <f0><U+009F><U+008E><U+00A9><f0><U+009F><U+008E><U+00AA> Feel even more motivated now to do what I want &amp; be who I want to be. Fantastic film and it exuded life &amp; energy! #TheGreatestShowman","just watched greatest showman first timeel even more motivated now do want be want be fantastic film exuded life energy"
"401","FINALLY watching #TheGreatestShowman again I haven’t seen it since I watched it in the cinema back in December <f0><U+009F><U+0098><U+00AD><U+2764><U+FE0F><f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BB>","finally watching again havent seen watched cinema back december loudly crying face heavy black heartperson raising hands celebration"
"402","#TheGreatestShowman
This woman has the greatest voice https://t.co/qGFG6J2xEE","woman has greatest voice"
"403","#TheGreatestShowman
Trying to find a dance remix of #thisisme","trying find dance remix"
"404","First time seeing #TheGreatestShowman <f0><U+009F><U+0098><U+00AF> What a film <f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BB> absolutely loved it <f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BB>","first time seeing hushed face film person raising hands celebrationsolutely loved person raising hands celebration"
"405","Didn't even last a week without watching it again #TheGreatestShowman https://t.co/lLPMSwU5MD","did not even last week watching"
"406","“The noblest art is that of making others happy” .... given myself some #selfcare after a tough week to be ended with this quote which has so much meaning in both my personal and professional life <U+2764><U+FE0F><f0><U+009F><U+008C><U+009F>#thegreatestshowman","noblest art is making others happy given tough week be ended quote has so much meaning personal professional life heavy black heartglowing star"
"407","Just watched #TheGreatestShowman for the first time. I'll admit it is better that then critics said, but to be honest I wasn't that enthralled.... Just kinda an enjoyable film. Not sure I get all the hype, but then I'm not a teenager anymore *Sad emoji*","just watched first time admit is better then critics said be honest was not enthralled just kind enjoyable film not sure get hype then am not teenager anymore sad emoji"
"408","@RealHughJackman I saw #thegreatestshowman today and was mesmerised! Absolutely brilliant film #lovedit","saw today was mesmerised absolutely brilliant film"
"409","Well I bloody loved #TheGreatestShowman 

Didn't expect to at all.","well bloody loved did not expect"
"410","Finally watched #TheGreatestShowman <f0><U+009F><U+0098><U+008A> Bloody Great!! https://t.co/Am3y79QLGC","finally watchedoody great"
"411","Watching #TheGreatestShowman again....4th time.","watching again time"
"412","Anyone else watching #TheGreatestShowman with Chinese subtles?

Just me then...

Gotta love jackman Chinese or not...","anyone else watching chinese subtles just then got love jackman chinese"
